,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class
4419,0,1,22,9,197,760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,33,32,0,0,74,0,0,185,255,100,0,1,2,1,0,0,0,1
4420,0,1,22,9,210,2155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,129,255,100,0,1,4,0,0,0,0,1
4421,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,9,0,0,89,92,4,6,0,255,9,4,7,0,0,0,0,100,99,0
4422,0,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,1,12,0,77,92,0,98,0,255,1,0,99,0,0,9,0,89,99,0
4423,0,2,45,9,51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,456,0,0,0,0,74,0,0,255,255,100,0,91,0,0,0,0,0,0
4424,0,1,22,9,197,334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,20,0,0,0,0,74,0,10,255,255,100,0,0,0,0,0,0,0,1
4425,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,13,87,81,0,0,5,4,0,255,13,5,6,0,0,98,100,0,0,0
4426,0,0,13,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,0,0,0,0,74,0,83,2,55,100,0,100,27,0,0,0,0,1
4427,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,1,0,0,89,92,0,7,0,255,1,0,8,0,0,0,0,100,99,0
4428,0,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,92,74,0,0,255,1,0,80,77,0,0,0,78,99,0
4429,0,1,22,9,178,2609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4430,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,17,0,0,89,92,7,6,0,255,17,7,7,0,0,0,0,100,99,0
4431,106,1,18,9,132,503,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,255,41,16,3,0,0,28,0,2,0,1
4432,0,2,45,9,85,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,204,203,100,1,1,0,0,0,0,0,1
4433,0,0,14,9,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,370,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4434,177,1,22,4,1102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,5,5,79,83,74,0,0,255,255,100,0,0,0,0,0,7,7,1
4435,0,1,22,9,239,168,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,1,255,100,0,100,5,0,0,0,0,1
4436,176,1,22,4,1074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,35,3,3,83,87,74,0,0,255,255,100,0,0,0,0,0,13,13,1
4437,337,1,55,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,224,88,2,0,0,27,31,1,0,0
4438,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,16,87,81,0,0,7,6,0,255,16,6,7,0,0,98,100,0,0,0
4439,0,1,22,9,182,770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,74,0,0,24,231,100,0,4,3,0,0,0,0,1
4440,0,2,11,9,42,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,195,0,0,0,0,74,0,1,255,255,100,0,0,0,0,0,0,0,0
4441,0,1,22,9,199,246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,74,0,22,236,255,100,0,0,1,0,0,0,0,1
4442,0,1,22,9,265,271,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4443,2,1,55,9,22,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,41,45,74,0,44,185,84,33,3,1,2,0,0,89,70,0
4444,0,1,55,8,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,48,81,41,0,47,98,0,255,143,56,40,0,0,45,80,40,1,0
4445,0,0,14,9,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,214,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4446,0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,36,12,33,8,3,0,98,100,0,0,0
4447,0,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,89,92,25,98,83,90,42,13,6,1,5,3,0,88,99,0
4448,10,1,19,9,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,51,20,3,20,0,29,0,2,0,1
4449,0,1,22,9,133,2546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,24,255,100,0,4,4,0,0,0,0,1
4450,0,1,22,9,221,316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4451,8,1,55,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,7,89,24,74,0,73,3,86,33,67,33,3,0,0,33,69,0
4452,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,0,0,89,92,11,4,0,255,12,5,6,0,0,0,0,100,99,0
4453,0,1,22,9,260,302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,74,0,8,16,255,100,0,6,1,0,0,0,0,1
4454,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,20,87,81,0,0,14,6,0,255,20,8,8,0,0,98,100,0,0,0
4455,0,1,22,9,198,384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4456,0,1,22,9,283,1233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,119,255,100,0,1,2,0,0,0,0,1
4457,159,1,22,4,1081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,33,0,0,89,92,74,0,0,255,253,99,1,0,0,0,0,16,17,1
4458,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,87,81,0,0,1,10,0,255,1,0,9,0,0,98,100,0,0,0
4459,0,1,22,9,301,2199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,2,2,100,0,50,0,0,0,0,0,1
4460,0,2,45,9,85,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,58,65,0,255,254,100,1,0,0,0,0,0,0,1
4461,0,1,22,9,386,632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,74,0,58,4,255,100,0,25,7,0,0,0,0,1
4462,251,1,0,4,486,2543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,41,92,47,98,0,31,7,23,6,3,0,0,0,23,99,1
4463,0,1,22,9,287,1440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,0,74,0,9,174,255,100,0,1,1,0,0,0,0,1
4464,0,1,22,9,306,2843,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,74,0,9,66,255,100,0,2,1,0,0,0,0,1
4465,0,1,58,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,20,20,100,0,5,0,0,0,0,0,1
4466,0,0,13,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,47,98,0,255,4,2,1,2,0,0,0,0,0,0
4467,1,1,49,9,835,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,171,67,13,0,0,0,0,32,0,1
4468,0,2,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,0,67,8,0,255,21,8,58,95,0,1,0,3,0,0
4469,0,2,11,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,74,0,83,255,31,12,2,12,0,0,0,0,0,0
4470,0,1,22,9,189,1550,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,74,0,0,67,255,100,0,1,1,0,0,0,0,1
4471,0,1,22,9,199,914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,42,0,0,0,0,74,0,5,255,255,100,0,0,0,0,0,0,0,1
4472,1,1,49,9,835,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,255,145,57,13,0,0,0,0,42,0,1
4473,0,0,14,9,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,209,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4474,0,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,3,87,81,0,0,2,8,0,255,3,1,9,0,0,98,100,0,0,0
4475,0,1,22,9,179,502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,41,0,0,0,0,74,0,5,17,255,100,0,6,4,0,0,0,0,1
4476,0,0,14,9,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,331,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4477,0,1,22,9,340,915,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,74,0,21,255,255,100,0,0,0,0,0,0,0,1
4478,103,1,19,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,2,12,100,0,100,25,0,0,0,0,1
4479,0,2,45,9,85,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,255,252,99,1,0,0,0,0,0,0,1
4480,0,1,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2,87,81,0,0,1,9,0,255,2,1,8,0,0,98,100,0,0,0
4481,0,1,19,9,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,74,0,0,214,84,34,2,34,2,0,0,0,0,1
4482,106,1,18,9,136,503,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,255,127,50,3,0,0,0,0,0,0,1
4483,0,1,22,9,290,336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,21,0,0,0,0,74,0,10,52,255,100,0,2,8,0,0,0,0,1
4484,0,1,55,9,100,138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,199,78,2,0,0,0,0,2,3,1
4485,0,1,22,9,184,1249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,74,0,20,92,255,100,0,1,3,0,0,0,0,1
4486,302,1,55,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,238,93,2,0,0,27,29,1,0,0
4487,0,1,22,9,191,1131,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,74,0,11,65,255,100,0,2,6,0,0,0,0,1
4488,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,2,87,81,0,0,1,6,0,255,2,1,7,0,0,98,100,0,0,0
4489,0,1,22,9,174,637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,74,0,27,200,255,100,0,0,1,0,0,0,0,1
4490,0,1,22,9,264,672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,74,0,0,110,255,100,0,1,4,1,0,0,0,1
4491,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19,0,0,89,92,18,5,0,255,19,7,5,0,0,0,0,100,99,0
4492,0,1,22,9,182,637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,37,0,0,0,0,74,0,14,224,255,100,0,0,1,0,0,0,0,1
4493,0,1,22,9,200,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,74,0,0,31,255,100,0,3,3,0,0,0,0,1
4494,0,0,14,9,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,278,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4495,0,2,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,4,35,0,255,22,9,64,90,0,1,0,9,0,0
4496,0,1,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,81,0,0,74,0,0,162,85,33,2,1,2,98,100,0,0,0
4497,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,11,87,81,0,0,8,4,0,255,11,4,5,0,0,98,100,0,0,0
4498,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,15,87,81,0,0,9,8,0,255,15,6,10,0,0,98,100,0,0,0
4499,0,2,45,9,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,456,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4500,57,1,55,9,251,866,0,0,0,2,0,1,1,1,0,0,4,2,0,0,0,0,1,1,0,0,0,0,74,0,0,137,101,74,4,1,0,73,99,0,0,1
4501,0,1,22,9,201,2995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,16,0,0,0,0,74,0,19,9,206,100,0,11,5,0,0,0,0,1
4502,0,1,22,9,173,682,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4503,0,1,22,9,280,632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,234,255,100,0,0,1,0,0,0,0,1
4504,0,1,22,9,310,2088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,9,255,100,0,11,4,0,0,0,0,1
4505,0,1,22,9,287,1844,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,26,0,0,0,0,74,0,15,255,255,100,0,0,0,0,0,0,0,1
4506,103,1,19,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,1,8,100,0,100,35,0,0,0,0,1
4507,0,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,92,74,0,0,149,1,1,66,65,0,0,0,66,99,0
4508,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,7,0,0,89,92,3,6,0,255,7,3,7,0,0,0,0,100,99,0
4509,0,1,22,9,210,1896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,74,0,0,255,248,97,1,0,0,0,0,0,0,1
4510,0,1,22,9,283,1598,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,74,0,13,255,255,100,0,0,0,0,0,0,0,1
4511,104,1,18,9,134,501,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,255,8,3,41,0,0,0,0,40,0,1
4512,0,1,22,9,326,433,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,74,0,0,90,251,100,0,1,3,0,0,0,0,1
4513,0,1,22,9,284,1165,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,74,0,0,32,255,100,0,3,4,0,0,0,0,1
4514,0,1,22,9,137,3483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,121,255,100,0,1,4,0,0,0,0,1
4515,103,1,19,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,74,0,0,4,20,100,0,100,20,0,0,0,0,1
4516,0,1,22,9,262,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,74,0,58,9,255,100,0,11,6,0,0,0,0,1
4517,0,0,14,9,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,0,0,0,74,0,0,255,137,54,44,54,0,10,0,36,0,0
4518,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,2,87,81,0,0,1,5,0,255,2,1,6,0,0,98,100,0,0,0
4519,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,12,87,81,0,0,7,8,0,255,12,5,8,0,0,98,100,0,0,0
4520,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,2,80,81,7,0,1,5,0,255,2,1,6,0,0,87,100,13,0,0
4521,44,2,11,9,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,255,255,100,0,3,0,0,0,0,0,1
4522,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,10,87,81,0,0,7,8,0,255,10,4,9,0,0,98,100,0,0,0
4523,0,2,45,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,2,62,0,255,1,0,53,87,0,0,0,13,0,0
4524,0,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,89,92,74,0,83,87,52,17,6,1,4,0,0,89,99,0
4525,0,1,22,9,224,2734,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,74,0,58,255,242,95,2,0,0,0,0,0,0,1
4526,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,8,87,81,0,0,7,5,0,255,8,3,6,0,0,98,100,0,0,0
4527,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,7,87,81,0,0,3,5,0,255,7,3,7,0,0,98,100,0,0,0
4528,0,1,22,9,188,1313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,74,0,8,105,255,100,0,1,1,0,0,0,0,1
4529,0,1,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,89,92,74,0,0,255,1,0,47,46,0,12,0,46,99,0
4530,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,89,92,47,98,0,255,1,0,98,97,0,1,0,96,99,0
4531,0,1,22,9,196,999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,74,0,0,30,255,100,0,3,5,0,0,0,0,1
4532,0,1,22,9,181,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,74,0,0,44,255,100,0,2,2,0,0,0,0,1
4533,0,2,45,9,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,254,100,1,1,0,0,0,0,0,1
4534,103,1,19,9,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,6,3,50,33,50,0,0,0,0,0,1
4535,0,2,45,9,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4536,0,1,22,9,187,826,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,74,0,12,255,255,100,0,0,0,0,0,0,0,1
4537,0,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,20,0,0,89,92,10,5,0,255,20,8,7,0,0,0,0,100,99,0
4538,0,1,22,9,304,874,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,74,0,0,90,255,100,0,1,3,1,0,0,0,1
4539,0,1,22,9,178,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,6,231,100,0,17,6,0,0,0,0,1
4540,0,1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,87,81,0,0,74,0,0,255,255,100,0,0,0,37,37,63,63,0
4541,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,0,87,92,2,98,0,89,1,1,49,1,0,0,0,44,99,0
4542,0,1,22,9,278,3289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,74,0,15,14,245,100,0,7,2,0,0,0,0,1
4543,4,1,43,9,30,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,147,130,88,2,1,2,0,0,7,0,1
4544,0,1,22,9,281,307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4545,0,1,22,9,306,1946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,74,0,33,27,255,100,0,4,3,0,1,0,0,1
4546,0,1,22,9,267,1945,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,22,0,0,0,0,74,0,9,255,255,100,0,0,0,0,0,0,0,1
4547,0,1,22,9,140,503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,7,255,100,0,14,2,0,0,0,0,1
4548,225,1,22,4,1125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,75,79,74,0,0,255,227,89,2,0,0,0,0,2,3,1
4549,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,10,87,81,0,0,6,9,0,255,10,4,9,0,0,98,100,0,0,0
4550,0,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,6,0,0,89,92,2,5,0,255,6,2,7,0,0,0,0,100,99,0
4551,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,3,0,0,89,92,1,5,0,255,3,1,6,0,0,0,0,100,99,0
4552,0,1,22,9,276,2671,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,74,0,0,27,255,100,0,4,3,0,0,0,0,1
4553,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,8,87,81,0,0,3,5,0,255,8,3,7,0,0,98,100,0,0,0
4554,0,1,22,9,181,588,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,74,0,25,6,255,100,0,17,2,0,0,0,0,1
4555,0,1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,11,87,81,0,0,5,6,0,255,11,4,7,0,0,98,100,0,0,0
4556,106,1,18,9,134,505,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,130,60,46,3,1,0,0,0,0,0,1
4557,0,1,22,9,261,1929,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,74,0,36,5,255,100,0,20,3,0,0,0,0,1
4558,0,1,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,1,2,81,87,0,0,98,0,255,1,0,100,0,0,3,100,97,0,0
4559,0,1,22,9,309,3075,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
4560,105,1,18,9,138,507,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,255,108,42,3,1,0,0,0,0,0,1
4561,105,1,18,9,134,503,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,74,0,0,132,47,36,5,1,0,0,0,0,0,1
4562,0,0,14,9,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,443,0,0,0,0,74,0,0,255,255,100,0,100,0,0,0,0,0,0
4563,0,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,9,0,0,89,92,4,6,0,255,9,4,7,0,0,0,0,100,99,0
4564,0,1,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,69,92,20,78,83,255,29,11,2,0,0,0,0,59,99,0
4565,0,1,22,9,206,1715,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,74,0,0,255,234,92,2,0,0,0,0,0,0,1
4566,1,1,49,9,835,233,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,74,0,0,255,43,17,16,0,0,0,0,81,0,1
4567,0,1,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20,0,0,89,92,18,6,0,255,20,8,6,0,0,0,0,100,99,0
4568,4,1,43,9,30,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,127,112,87,2,1,2,0,0,8,0,1
4569,0,1,22,9,263,1516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,74,0,0,9,242,100,0,11,4,0,0,0,0,1
4570,0,1,22,9,174,1250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,74,0,0,51,98,100,0,2,2,0,0,0,0,1
4571,0,2,11,9,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,0
4572,170,1,22,4,1076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,26,0,0,89,92,74,0,0,255,255,100,0,0,0,0,0,55,55,1
4573,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8,87,81,0,0,5,9,0,255,8,3,9,0,0,98,100,0,0,0
4574,0,1,22,9,199,345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,74,0,0,255,255,100,0,0,0,0,0,0,0,1
